id_venda;id_pedido;id_produto;id_cliente;id_loja;data_pedido;quantidade;preco_unitario;valor_desconto;custo_frete;status_pedido;metodo_pagamento;nota_fiscal;nome_produto;categoria_produto;subcategoria_produto;preco_custo;preco_venda;peso_kg;fornecedor_id;nome_fornecedor;data_cadastro_produto;em_estoque;nome_cliente;email_cliente;telefone_cliente;data_cadastro_cliente;segmento_cliente;cidade_cliente;estado_cliente;nome_loja;endereco_loja;cidade_loja;estado_loja;regiao_loja;gerente_loja;data_inauguracao;tipo_loja
67;5;56;28;3;25/12/2023;4.0;78.41;62.73;43.16;Concluído;Cartão de Crédito;NF-42371;Produto 56;Eletrônicos;Tablets;89.48;83.88;20.3;13;Fornecedor 3;03/06/2023;True;Cliente 28;cliente28@email.com;(11) 92549-7140;27/03/2022;Corporativo;Recife;RJ;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Sudeste;Gerente 3;17/05/2019;Centro Comercial
68;5;91;39;1;30/06/2023;2.0;133.05;2.66;21.71;Concluído;Pix;NF-14798;Produto 91;Livros;Autoajuda;381.34;145.74;25.02;7;Fornecedor 5;25/05/2023;True;Cliente 39;cliente39@email.com;(11) 95719-1593;20/08/2022;Varejo;Belo Horizonte;SP;Loja 1;Endereço da Loja 1;Recife;PE;Sudeste;Gerente 1;30/12/2018;Rua
69;2;29;17;9;11/10/2023;8.0;;213.89;34.67;Em processamento;Dinheiro;NF-33472;Produto 29;Móveis;Camas;478.33;141.81;30.74;12;Fornecedor 7;22/06/2022;True;Cliente 17;cliente17@email.com;(11) 98083-7230;11/04/2022;Varejo;Recife;SP;Loja 9;Endereço da Loja 9;São Paulo;SP;Sul;Gerente 9;28/03/2015;Shopping
70;11;43;17;4;30/07/2023;7.0;120.8;93.02;23.55;Concluído;Boleto;NF-86295;Produto 43;Eletrônicos;Áudio;402.05;114.31;13.33;6;Fornecedor 15;03/01/2023;False;Cliente 17;cliente17@email.com;(11) 92246-4839;26/12/2022;Varejo;São Paulo;SP;Loja 4;Endereço da Loja 4;Recife;PE;Sul;Gerente 4;20/08/2017;Centro Comercial
71;5;49;50;5;09/06/2023;2.0;599.31;119.86;46.76;Concluído;Cartão de Crédito;NF-80119;Produto 49;Alimentos;Congelados;388.44;647.47;21.66;12;Fornecedor 10;18/09/2023;False;Cliente 50;cliente50@email.com;(11) 93461-1685;23/04/2022;Corporativo;Recife;MG;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Nordeste;Gerente 5;09/12/2020;Rua
72;9;32;13;5;22/01/2023;2.0;239.36;100.53;9.13;Cancelado;Pix;NF-56486;Produto 32;Eletrônicos;TVs;459.87;259.72;42.05;13;Fornecedor 6;14/11/2023;True;Cliente 13;cliente13@email.com;(11) 92376-9706;10/07/2022;Corporativo;Belo Horizonte;PE;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Nordeste;Gerente 5;19/11/2017;Rua
73;8;39;42;8;12/08/2023;2.0;158.5;53.89;37.99;Concluído;Pix;NF-86865;Produto 39;Alimentos;Laticínios;381.76;168.47;17.83;13;Fornecedor 9;15/05/2023;True;Cliente 42;cliente42@email.com;(11) 93649-9505;23/02/2022;Corporativo;Porto Alegre;SP;Loja 8;Endereço da Loja 8;São Paulo;SP;Sudeste;Gerente 8;20/06/2020;Centro Comercial
74;13;14;16;7;12/05/2023;4.0;719.82;201.55;11.2;Concluído;Boleto;NF-12023;Produto 14;Eletrônicos;Notebooks;380.54;681.6;9.0;10;Fornecedor 6;07/07/2022;True;Cliente 16;cliente16@email.com;(11) 93563-4292;14/01/2022;Premium;Belo Horizonte;PE;Loja 7;Endereço da Loja 7;Belo Horizonte;MG;Sudeste;Gerente 7;02/12/2015;Rua
75;3;58;30;3;01/06/2023;6.0;463.19;694.78;28.41;Concluído;Boleto;NF-38854;Produto 58;Alimentos;Congelados;31.14;491.73;36.8;1;Fornecedor 2;20/09/2023;True;Cliente 30;cliente30@email.com;(11) 99667-2019;28/04/2022;Corporativo;Recife;SP;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Nordeste;Gerente 3;17/07/2015;Shopping
76;10;4;11;9;19/02/2023;3.0;897.29;26.92;42.43;Concluído;Cartão de Crédito;NF-93820;Produto 4;Alimentos;Bebidas;344.53;991.22;39.15;3;Fornecedor 10;01/07/2023;True;Cliente 11;cliente11@email.com;(11) 98999-7052;18/02/2022;Premium;Recife;RJ;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sudeste;Gerente 9;04/12/2016;Shopping
77;14;5;50;1;12/11/2023;9.0;767.39;1381.3;48.05;Concluído;Dinheiro;NF-47481;Produto 5;Alimentos;Carnes;44.9;730.66;14.18;12;Fornecedor 7;12/06/2022;True;Cliente 50;cliente50@email.com;(11) 99461-1631;02/12/2022;Premium;Rio de Janeiro;SP;Loja 1;Endereço da Loja 1;São Paulo;SP;Sul;Gerente 1;24/07/2015;Shopping
78;1;70;20;10;07/01/2023;6.0;46.74;2.8;34.87;Cancelado;Pix;NF-75428;Produto 70;Alimentos;Laticínios;246.35;43.28;2.71;12;Fornecedor 8;22/05/2022;True;Cliente 20;cliente20@email.com;(11) 93361-7164;23/03/2022;Corporativo;Recife;MG;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sudeste;Gerente 10;20/10/2019;Shopping
79;10;37;12;9;23/11/2023;6.0;959.17;920.8;10.16;Em processamento;Boleto;NF-28474;Produto 37;Eletrônicos;Tablets;157.81;947.57;3.48;6;Fornecedor 1;13/06/2023;True;Cliente 12;cliente12@email.com;(11) 92517-4648;26/11/2022;Varejo;Recife;PE;Loja 9;Endereço da Loja 9;São Paulo;SP;Sul;Gerente 9;18/03/2019;Shopping
80;3;22;39;8;15/11/2023;1.0;811.8;64.94;12.41;Concluído;Boleto;NF-88707;Produto 22;Eletrônicos;Notebooks;53.29;863.37;26.02;8;Fornecedor 8;01/08/2022;True;Cliente 39;cliente39@email.com;(11) 91781-8548;17/06/2022;Corporativo;Rio de Janeiro;RS;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Nordeste;Gerente 8;30/05/2017;Rua
81;7;63;44;10;30/03/2023;2.0;321.75;83.66;13.8;Concluído;Dinheiro;NF-61707;Produto 63;Móveis;Sofás;51.61;350.23;39.66;4;Fornecedor 5;20/08/2023;True;Cliente 44;cliente44@email.com;(11) 96000-5654;26/08/2022;Varejo;Rio de Janeiro;RJ;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Nordeste;Gerente 10;12/04/2016;Rua
82;7;70;3;2;08/01/2023;5.0;898.56;1123.2;19.09;Concluído;Boleto;NF-15906;Produto 70;Alimentos;Carnes;161.8;858.61;44.13;12;Fornecedor 11;16/01/2022;False;Cliente 3;cliente3@email.com;(11) 96108-4604;07/06/2022;Premium;Recife;RJ;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sul;Gerente 2;07/07/2018;Shopping
83;14;28;25;1;13/05/2023;3.0;21.07;16.43;41.86;Concluído;Pix;NF-91835;Produto 28;Móveis;Cadeiras;85.31;22.48;49.4;2;Fornecedor 15;30/12/2022;True;Cliente 25;cliente25@email.com;(11) 91587-5079;04/10/2022;Premium;Porto Alegre;RJ;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Sudeste;Gerente 1;09/07/2015;Rua
84;6;33;47;10;30/09/2023;5.0;376.17;470.21;16.43;Concluído;Cartão de Crédito;NF-97969;Produto 33;Livros;Infantis;75.28;354.46;16.32;8;Fornecedor 8;05/06/2022;True;Cliente 47;cliente47@email.com;(11) 97344-6779;04/05/2022;Corporativo;São Paulo;MG;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sudeste;Gerente 10;17/03/2016;Centro Comercial
85;3;25;14;7;13/08/2023;6.0;428.36;436.93;9.99;Concluído;Boleto;NF-75677;Produto 25;Livros;Infantis;382.76;414.22;43.24;8;Fornecedor 14;01/07/2023;True;Cliente 14;cliente14@email.com;(11) 97142-6626;25/03/2022;Varejo;São Paulo;SP;Loja 7;Endereço da Loja 7;São Paulo;SP;Nordeste;Gerente 7;28/02/2016;Shopping
86;9;88;42;9;08/09/2023;7.0;917.62;1220.43;25.24;Concluído;Cartão de Crédito;NF-89676;Produto 88;Móveis;Sofás;149.65;911.66;3.51;1;Fornecedor 14;22/09/2022;True;Cliente 42;cliente42@email.com;(11) 92762-1040;15/07/2022;Premium;Belo Horizonte;RS;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sudeste;Gerente 9;14/09/2017;Centro Comercial
87;2;8;16;1;12/09/2023;5.0;316.72;395.9;31.95;Concluído;Cartão de Crédito;NF-17368;Produto 8;Móveis;Sofás;168.55;347.0;45.49;4;Fornecedor 3;27/04/2023;False;Cliente 16;cliente16@email.com;(11) 98468-1342;28/11/2022;Varejo;Porto Alegre;SP;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Nordeste;Gerente 1;20/10/2016;Centro Comercial
88;15;26;38;3;17/09/2023;6.0;1003.03;1745.27;16.82;Concluído;Pix;NF-21190;Produto 26;Alimentos;Cereais;89.44;948.63;49.19;8;Fornecedor 7;19/09/2022;False;Cliente 38;cliente38@email.com;(11) 97716-5875;19/09/2022;Varejo;Rio de Janeiro;MG;Loja 3;Endereço da Loja 3;Porto Alegre;RS;Nordeste;Gerente 3;30/01/2019;Centro Comercial
89;16;65;14;4;29/10/2023;1.0;591.1;5.91;9.86;Concluído;Cartão de Crédito;NF-13828;Produto 65;Eletrônicos;Áudio;239.12;626.29;28.65;14;Fornecedor 10;29/12/2022;True;Cliente 14;cliente14@email.com;(11) 97376-2800;10/12/2022;Premium;Recife;SP;Loja 4;Endereço da Loja 4;São Paulo;SP;Sudeste;Gerente 4;06/07/2016;Shopping
90;1;17;39;3;17/06/2023;3.0;568.73;460.67;37.13;Concluído;Dinheiro;NF-32432;Produto 17;Livros;Infantis;440.53;579.03;41.21;7;Fornecedor 12;07/09/2022;True;Cliente 39;cliente39@email.com;(11) 99365-4741;03/08/2022;Varejo;São Paulo;RS;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sudeste;Gerente 3;09/08/2019;Centro Comercial
91;3;66;19;8;23/05/2023;9.0;408.52;735.34;35.54;Concluído;Pix;NF-84637;Produto 66;Alimentos;Laticínios;230.84;375.36;31.84;6;Fornecedor 9;12/01/2023;True;Cliente 19;cliente19@email.com;(11) 91770-4155;04/06/2022;Premium;Recife;RJ;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Sudeste;Gerente 8;17/06/2019;Shopping
92;14;38;35;1;18/02/2023;9.0;447.42;805.36;43.05;Concluído;Boleto;NF-46268;Produto 38;Roupas;Calças;10.79;427.81;13.84;5;Fornecedor 6;26/09/2023;True;Cliente 35;cliente35@email.com;(11) 92823-2474;14/07/2022;Premium;Porto Alegre;RS;Loja 1;Endereço da Loja 1;Recife;PE;Nordeste;Gerente 1;30/11/2017;Rua
93;17;63;33;2;25/02/2023;1.0;36.0;1.8;6.15;Concluído;Dinheiro;NF-54014;Produto 63;Roupas;Calças;188.18;37.15;3.68;14;Fornecedor 11;30/07/2023;True;Cliente 33;cliente33@email.com;(11) 91929-4699;23/07/2022;Premium;São Paulo;RS;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Sudeste;Gerente 2;07/07/2019;Centro Comercial
94;6;50;26;6;11/11/2023;5.0;138.34;186.76;10.23;Cancelado;Cartão de Crédito;NF-41778;Produto 50;Livros;Infantis;268.3;144.43;44.43;4;Fornecedor 2;20/07/2022;False;Cliente 26;cliente26@email.com;(11) 95154-6619;19/04/2022;Premium;Porto Alegre;PE;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Nordeste;Gerente 6;16/04/2020;Rua
95;12;34;42;3;21/01/2023;7.0;450.04;157.51;31.23;Cancelado;Cartão de Crédito;NF-68478;Produto 34;Livros;Autoajuda;417.66;446.04;40.86;4;Fornecedor 3;24/05/2023;False;Cliente 42;cliente42@email.com;(11) 94835-9017;14/04/2022;Corporativo;São Paulo;RJ;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sudeste;Gerente 3;14/06/2015;Shopping
96;12;85;19;5;03/09/2023;5.0;574.52;459.62;7.6;Concluído;Cartão de Crédito;NF-76093;Produto 85;Alimentos;Cereais;240.4;547.59;1.82;6;Fornecedor 1;27/05/2022;True;Cliente 19;cliente19@email.com;(11) 96867-7963;18/12/2022;Premium;Rio de Janeiro;RS;Loja 5;Endereço da Loja 5;Rio de Janeiro;RJ;Nordeste;Gerente 5;30/05/2019;Rua
97;15;33;17;5;17/09/2023;7.0;402.27;168.95;9.92;Em processamento;Cartão de Crédito;NF-12384;Produto 33;Roupas;Vestidos;459.77;368.65;42.36;8;Fornecedor 3;29/07/2023;False;Cliente 17;cliente17@email.com;(11) 93490-7980;13/01/2022;Premium;Recife;RJ;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;22/01/2015;Centro Comercial
98;3;93;21;9;19/01/2023;2.0;148.15;74.08;18.26;Concluído;Cartão de Crédito;NF-78899;Produto 93;Roupas;Vestidos;347.8;143.09;41.72;1;Fornecedor 15;03/07/2023;True;Cliente 21;cliente21@email.com;(11) 99068-3235;08/05/2022;Corporativo;São Paulo;SP;Loja 9;Endereço da Loja 9;Belo Horizonte;MG;Sul;Gerente 9;30/06/2016;Shopping
99;13;66;30;6;22/06/2023;2.0;372.63;22.36;44.1;Concluído;Cartão de Crédito;NF-69766;Produto 66;Eletrônicos;Notebooks;43.44;413.47;42.12;12;Fornecedor 6;07/07/2022;True;Cliente 30;cliente30@email.com;(11) 92497-3555;17/10/2022;Premium;Belo Horizonte;MG;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Nordeste;Gerente 6;08/05/2019;Centro Comercial
100;18;39;21;5;03/12/2023;7.0;979.79;;31.36;Concluído;Dinheiro;NF-35235;Produto 39;Eletrônicos;Smartphones;322.04;979.19;34.16;14;Fornecedor 2;16/02/2023;True;Cliente 21;cliente21@email.com;(11) 99244-7846;17/09/2022;Premium;Recife;MG;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sudeste;Gerente 5;03/02/2019;Shopping
101;19;8;18;9;29/08/2023;2.0;278.38;116.92;7.82;Em processamento;Cartão de Crédito;NF-45205;Produto 8;Móveis;Armários;250.86;291.43;12.42;9;Fornecedor 13;30/10/2023;True;Cliente 18;cliente18@email.com;(11) 93624-6738;27/05/2022;Corporativo;São Paulo;MG;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sudeste;Gerente 9;25/08/2019;Centro Comercial
102;20;44;19;6;06/08/2023;1.0;1024.73;256.18;35.41;Concluído;Cartão de Crédito;NF-22180;Produto 44;Alimentos;Congelados;454.06;943.55;43.79;5;;20/06/2023;True;Cliente 19;cliente19@email.com;(11) 96904-5888;04/04/2022;Varejo;São Paulo;PE;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;13/10/2019;Shopping
103;7;12;39;3;13/01/2023;2.0;508.83;122.12;37.38;Concluído;Boleto;NF-44773;Produto 12;Livros;Técnicos;56.88;503.59;10.87;13;Fornecedor 7;22/06/2022;True;Cliente 39;cliente39@email.com;(11) 94976-2751;21/09/2022;Varejo;Porto Alegre;RJ;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sul;Gerente 3;17/11/2017;Centro Comercial
104;21;70;1;3;18/05/2023;5.0;682.79;853.49;5.66;Concluído;Dinheiro;NF-46609;Produto 70;Alimentos;Congelados;200.59;716.07;1.06;4;Fornecedor 14;18/05/2022;True;Cliente 1;cliente1@email.com;(11) 99578-3158;12/04/2022;Varejo;São Paulo;RS;Loja 3;Endereço da Loja 3;Recife;PE;Sudeste;Gerente 3;02/06/2017;Shopping
105;12;24;26;1;10/10/2023;6.0;46.29;63.88;41.32;Concluído;Boleto;NF-30447;Produto 24;Livros;Infantis;439.44;51.24;16.67;9;Fornecedor 1;24/02/2022;True;Cliente 26;cliente26@email.com;(11) 93803-4709;12/01/2022;Corporativo;Belo Horizonte;PE;Loja 1;Endereço da Loja 1;Porto Alegre;RS;Nordeste;Gerente 1;28/04/2016;Centro Comercial
106;3;77;33;9;06/06/2023;2.0;918.15;257.08;7.69;Concluído;Dinheiro;NF-31607;Produto 77;Alimentos;Bebidas;16.68;899.57;47.14;5;Fornecedor 8;31/08/2023;True;Cliente 33;cliente33@email.com;(11) 97683-1277;21/08/2022;Premium;São Paulo;MG;Loja 9;Endereço da Loja 9;Recife;PE;Sul;Gerente 9;18/01/2018;Centro Comercial
107;11;71;45;5;17/11/2023;1.0;853.62;85.36;37.62;Concluído;Pix;NF-90360;Produto 71;Móveis;Sofás;313.09;783.51;34.53;10;Fornecedor 1;05/01/2022;True;Cliente 45;cliente45@email.com;(11) 93295-6685;10/06/2022;Premium;Rio de Janeiro;MG;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Nordeste;Gerente 5;24/08/2020;Centro Comercial
108;22;96;38;6;11/08/2023;3.0;79.77;31.11;14.41;Concluído;Cartão de Crédito;NF-34272;Produto 96;Livros;Técnicos;341.41;85.48;49.06;13;Fornecedor 2;07/06/2023;True;Cliente 38;cliente38@email.com;(11) 93743-8866;31/03/2022;Corporativo;São Paulo;RS;Loja 6;Endereço da Loja 6;Rio de Janeiro;RJ;Sul;Gerente 6;08/03/2018;Rua
109;2;89;18;6;30/09/2023;5.0;241.91;350.77;22.68;Em processamento;Boleto;NF-46191;Produto 89;Móveis;Cadeiras;92.17;221.82;15.57;14;Fornecedor 1;03/03/2023;True;Cliente 18;cliente18@email.com;(11) 94667-6973;03/04/2022;Corporativo;Porto Alegre;SP;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;22/10/2020;Shopping
110;22;36;43;8;11/04/2023;9.0;231.79;563.25;5.02;Em processamento;Boleto;NF-50695;Produto 36;Livros;Biografias;463.47;236.39;49.51;2;Fornecedor 3;09/05/2022;True;Cliente 43;cliente43@email.com;(11) 95422-4824;19/11/2022;Varejo;Porto Alegre;RS;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sul;Gerente 8;20/09/2016;Centro Comercial
111;4;94;14;2;24/04/2023;1.0;545.49;152.74;9.58;Concluído;Pix;NF-19256;Produto 94;Roupas;Vestidos;475.71;581.35;2.04;10;Fornecedor 1;05/02/2023;True;Cliente 14;cliente14@email.com;(11) 92772-3780;09/03/2022;Varejo;Recife;MG;Loja 2;Endereço da Loja 2;Recife;PE;Sudeste;Gerente 2;04/08/2017;Shopping
112;10;21;7;7;25/03/2023;2.0;272.56;98.12;13.38;Concluído;Pix;NF-23869;Produto 21;Roupas;Jaquetas;380.59;289.67;10.43;9;Fornecedor 11;28/09/2022;False;Cliente 7;cliente7@email.com;(11) 94607-4075;19/11/2022;Premium;Rio de Janeiro;SP;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sudeste;Gerente 7;06/10/2015;Shopping
113;20;69;6;9;03/01/2023;3.0;384.54;69.22;18.95;Concluído;Dinheiro;NF-70142;Produto 69;Livros;Ficção;5.01;422.4;20.86;13;Fornecedor 7;02/11/2022;False;Cliente 6;cliente6@email.com;(11) 97680-1205;04/07/2022;Varejo;Belo Horizonte;RS;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Nordeste;Gerente 9;11/11/2017;Centro Comercial
114;22;85;42;2;30/09/2023;4.0;458.09;348.15;10.85;Concluído;Cartão de Crédito;NF-52712;Produto 85;Livros;Ficção;193.44;420.33;8.69;1;Fornecedor 9;29/03/2022;True;Cliente 42;cliente42@email.com;(11) 94854-8263;17/07/2022;Corporativo;São Paulo;RJ;Loja 2;Endereço da Loja 2;São Paulo;SP;Sudeste;Gerente 2;16/06/2015;Centro Comercial
115;23;57;13;6;18/02/2023;7.0;205.29;129.33;26.71;Concluído;Dinheiro;NF-43919;Produto 57;Eletrônicos;Notebooks;404.5;203.29;45.34;1;Fornecedor 3;12/02/2022;False;Cliente 13;cliente13@email.com;(11) 93535-5173;10/11/2022;Corporativo;São Paulo;RJ;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Sudeste;Gerente 6;01/12/2016;Centro Comercial
116;8;4;49;5;13/01/2023;3.0;600.83;126.17;44.57;Em processamento;Pix;NF-26835;Produto 4;Roupas;Calçados;409.48;550.97;31.29;2;Fornecedor 8;22/01/2022;True;Cliente 49;cliente49@email.com;(11) 95068-4277;24/04/2022;Premium;Belo Horizonte;MG;Loja 5;Endereço da Loja 5;São Paulo;SP;Sudeste;Gerente 5;18/05/2018;Centro Comercial
117;5;80;11;1;28/04/2023;8.0;311.49;224.27;24.47;Concluído;Cartão de Crédito;NF-36049;Produto 80;Alimentos;Laticínios;276.69;294.76;10.35;7;Fornecedor 4;16/10/2022;True;Cliente 11;cliente11@email.com;(11) 94765-3438;20/03/2022;Varejo;Belo Horizonte;PE;Loja 1;Endereço da Loja 1;São Paulo;SP;Sudeste;Gerente 1;29/01/2017;Shopping
118;9;20;8;10;23/03/2023;4.0;901.43;360.57;22.89;Concluído;Boleto;NF-32625;Produto 20;Livros;Técnicos;470.93;915.58;24.2;2;Fornecedor 12;09/08/2023;True;Cliente 8;cliente8@email.com;(11) 99345-2518;18/08/2022;Corporativo;Porto Alegre;MG;Loja 10;Endereço da Loja 10;São Paulo;SP;Sul;Gerente 10;07/08/2017;Rua
119;9;20;30;2;18/12/2023;6.0;627.62;301.26;31.9;Em processamento;Cartão de Crédito;NF-12642;Produto 20;Alimentos;Bebidas;313.71;652.02;5.38;10;Fornecedor 5;20/03/2022;True;Cliente 30;cliente30@email.com;(11) 93994-9751;05/09/2022;Varejo;Porto Alegre;RJ;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sul;Gerente 2;25/01/2015;Centro Comercial
120;6;28;9;1;25/06/2023;6.0;862.3;0.0;24.51;Concluído;Pix;NF-60516;Produto 28;Eletrônicos;Smartphones;195.88;936.9;45.74;12;Fornecedor 15;28/09/2022;False;Cliente 9;cliente9@email.com;(11) 93426-9264;05/09/2022;Premium;Porto Alegre;SP;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Sudeste;Gerente 1;12/02/2015;Shopping
121;14;41;49;7;10/03/2023;2.0;91.69;25.67;37.97;Concluído;Pix;NF-77087;Produto 41;Móveis;Mesas;358.46;100.48;4.15;7;Fornecedor 10;04/12/2022;False;Cliente 49;cliente49@email.com;(11) 95370-6283;15/11/2022;Varejo;Recife;MG;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Nordeste;Gerente 7;16/06/2020;Centro Comercial
122;18;65;6;9;25/02/2023;5.0;425.54;553.2;33.71;Em processamento;Dinheiro;NF-53427;Produto 65;Roupas;Vestidos;386.52;433.22;26.8;11;Fornecedor 5;01/12/2022;True;Cliente 6;cliente6@email.com;(11) 99033-1062;30/05/2022;Premium;Belo Horizonte;RJ;Loja 9;Endereço da Loja 9;São Paulo;SP;Sudeste;Gerente 9;13/05/2018;Rua
123;1;4;15;7;12/04/2023;6.0;855.82;770.24;40.39;Em processamento;Boleto;NF-41174;Produto 4;Livros;Infantis;248.09;927.84;36.06;15;Fornecedor 4;18/08/2023;True;Cliente 15;cliente15@email.com;(11) 91195-3187;10/10/2022;Varejo;Rio de Janeiro;SP;Loja 7;Endereço da Loja 7;Belo Horizonte;MG;Sul;Gerente 7;04/10/2015;Rua
124;7;61;46;5;02/12/2023;1.0;;215.93;8.49;Em processamento;Pix;NF-76197;Produto 61;Móveis;Armários;436.95;829.84;26.13;5;Fornecedor 10;28/03/2022;False;Cliente 46;cliente46@email.com;(11) 99143-7968;02/08/2022;Premium;São Paulo;PE;Loja 5;Endereço da Loja 5;Porto Alegre;RS;Sul;Gerente 5;28/08/2019;Rua
125;18;87;17;8;04/04/2023;6.0;127.43;76.46;23.64;Concluído;Pix;NF-99037;Produto 87;Livros;Biografias;118.65;126.38;6.16;15;Fornecedor 12;25/04/2022;True;Cliente 17;cliente17@email.com;(11) 98178-3294;16/02/2022;Premium;Belo Horizonte;RS;Loja 8;Endereço da Loja 8;Recife;PE;Sul;Gerente 8;15/08/2019;Shopping
126;24;72;33;3;20/12/2023;3.0;763.39;389.33;6.0;Em processamento;Dinheiro;NF-81088;Produto 72;Roupas;Calçados;210.29;756.33;24.84;13;Fornecedor 13;22/10/2022;True;Cliente 33;cliente33@email.com;(11) 97160-6388;21/11/2022;Premium;Rio de Janeiro;SP;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Nordeste;Gerente 3;27/10/2017;Rua
127;16;58;43;3;25/01/2023;6.0;642.71;617.0;42.63;Em processamento;Dinheiro;NF-37048;Produto 58;Eletrônicos;Áudio;389.36;615.22;24.31;3;Fornecedor 6;18/07/2022;True;Cliente 43;cliente43@email.com;(11) 95434-1658;28/09/2022;Varejo;Belo Horizonte;MG;Loja 3;Endereço da Loja 3;Recife;PE;Sudeste;Gerente 3;25/06/2016;Centro Comercial
128;15;57;8;6;08/08/2023;4.0;222.28;17.78;21.9;Em processamento;Pix;NF-59683;Produto 57;Móveis;Cadeiras;144.04;215.88;49.86;11;Fornecedor 10;19/11/2022;True;Cliente 8;cliente8@email.com;(11) 99397-6951;09/02/2022;Corporativo;Belo Horizonte;RS;Loja 6;Endereço da Loja 6;Porto Alegre;RS;Nordeste;Gerente 6;11/03/2019;Shopping
129;24;60;27;2;26/07/2023;9.0;723.21;846.16;29.66;Concluído;Boleto;NF-68847;Produto 60;Alimentos;Bebidas;330.08;711.68;25.95;1;Fornecedor 3;30/04/2023;True;Cliente 27;cliente27@email.com;(11) 99235-4612;28/02/2022;Corporativo;Porto Alegre;SP;Loja 2;Endereço da Loja 2;São Paulo;SP;Sudeste;Gerente 2;08/08/2015;Centro Comercial
130;10;6;3;10;28/11/2023;6.0;743.81;803.31;13.34;Concluído;Boleto;NF-77165;Produto 6;Livros;Técnicos;454.57;761.13;43.45;10;Fornecedor 12;30/01/2023;True;Cliente 3;cliente3@email.com;(11) 94801-3561;27/06/2022;Varejo;Porto Alegre;MG;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Sul;Gerente 10;07/05/2017;Shopping
131;13;23;47;6;05/06/2023;5.0;722.51;252.88;31.79;Concluído;Pix;NF-53395;Produto 23;Móveis;Sofás;139.61;695.44;23.13;7;Fornecedor 6;06/12/2022;True;Cliente 47;cliente47@email.com;(11) 97483-1203;10/06/2022;Premium;Porto Alegre;SP;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Sul;Gerente 6;29/12/2017;Shopping
132;13;21;48;9;18/08/2023;2.0;918.83;128.64;30.95;Concluído;Dinheiro;NF-85403;Produto 21;Roupas;Calçados;316.87;859.54;16.4;15;Fornecedor 11;25/04/2023;True;Cliente 48;cliente48@email.com;(11) 92474-5460;13/12/2022;Corporativo;Belo Horizonte;PE;Loja 9;Endereço da Loja 9;Belo Horizonte;MG;Nordeste;Gerente 9;19/03/2020;Shopping
133;25;35;11;5;24/04/2023;1.0;827.13;8.27;42.67;Concluído;Pix;NF-56287;Produto 35;Alimentos;Bebidas;183.41;785.9;20.8;13;Fornecedor 10;05/12/2022;True;Cliente 11;cliente11@email.com;(11) 96660-5478;19/01/2022;Corporativo;Belo Horizonte;RJ;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;22/10/2020;Rua
134;19;61;24;2;29/05/2023;2.0;618.85;297.05;37.18;Concluído;Pix;NF-63535;Produto 61;Roupas;Camisetas;118.29;600.88;22.79;2;Fornecedor 11;21/07/2023;False;Cliente 24;cliente24@email.com;(11) 98031-4716;09/12/2022;Premium;São Paulo;MG;Loja 2;Endereço da Loja 2;Porto Alegre;RS;Sudeste;Gerente 2;27/09/2017;Centro Comercial
